"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Hive \??\C:\Users\MACHENIKE\ntuser.dat was reorganized with a starting size of 14974976 bytes and an ending size of 14422016 bytes.","15","0",,"4","10","0","-9223372036854775808","11794","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","1700","1828","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:27 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"User Logon Notification for Customer Experience Improvement Program","7001","0",,"4","1101","0","2305878193585782784","11793","Microsoft-Windows-Winlogon","dbe9b383-7cf3-4331-91cc-a3cb16a3b538","System","1128","1500","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.","18","0",,"4","0","0","-9223372036854775808","11792","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","408","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:25 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The following boot-start or system-start driver(s) did not load: 
dam
WinSetupMon","7026","0","49152","4","0","0","-9187343239835811840","11791","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1036","1040","DESKTOP-06BBDHU",,"6/11/2024 2:05:25 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The GoogleUpdaterService124.0.6315.0 service failed to start due to the following error: 
The system cannot find the file specified.","7000","0","49152","2","0","0","-9187343239835811840","11790","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1036","4936","DESKTOP-06BBDHU",,"6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The GoogleUpdaterInternalService124.0.6315.0 service failed to start due to the following error: 
The system cannot find the file specified.","7000","0","49152","2","0","0","-9187343239835811840","11789","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1036","4924","DESKTOP-06BBDHU",,"6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The GoogleUpdaterInternalService123.0.6288.0 service failed to start due to the following error: 
The system cannot find the file specified.","7000","0","49152","2","0","0","-9187343239835811840","11788","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1036","4920","DESKTOP-06BBDHU",,"6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The GoogleUpdaterService123.0.6288.0 service failed to start due to the following error: 
The system cannot find the file specified.","7000","0","49152","2","0","0","-9187343239835811840","11787","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1036","4932","DESKTOP-06BBDHU",,"6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter08.dll
","10001","0",,"4","0","0","4611686018427387904","11786","Microsoft-Windows-WLAN-AutoConfig","9580d7dd-0379-4658-9870-d5be7d52d6de","System","4016","4076","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"WLAN AutoConfig service has successfully started.
","4000","0",,"4","0","1","4611686018427387904","11785","Microsoft-Windows-WLAN-AutoConfig","9580d7dd-0379-4658-9870-d5be7d52d6de","System","4016","4076","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Touch/Touchpad Hardware Quality Assurance verification succeeded.","267","0","16384","4","0","0","36028797018963968","11784","Win32k",,"System","4","84","DESKTOP-06BBDHU",,"6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11783","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11782","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11781","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11780","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11779","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11778","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11777","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://+:80/116B50EB-ECE2-41ac-8429-9F9E963361B7/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11776","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL https://+:443/C574AC30-5794-4AEE-B1BB-6651C5315029/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11775","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://+:80/0131501b-d67f-491b-9a40-c4bf27bcb4d4/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11774","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11773","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11772","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11771","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11770","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11769","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11768","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User S-1-5-18","112","0",,"4","3","121","4611686018427387905","11767","Microsoft-Windows-HttpService","dd5ef90a-6398-47a4-ad34-4dcecdef795f","System","4","84","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ResvUrlV2","HTTP Setup Trace Task","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"DHCPv6 client service is started","51046","0",,"4","4","62","2305843009213693952","11766","Microsoft-Windows-DHCPv6-Client","6a1f2b00-6a90-4c38-95a5-5cab3b056778","System","3500","3616","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ServiceStart","Service State Event","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"DHCPv4 client service is started","50036","0",,"4","4","68","2305843009213693952","11765","Microsoft-Windows-Dhcp-Client","15a7a4f8-0072-4eab-abad-f98a4d666aed","System","3500","3552","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ServiceStart","Service State Event","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"DHCPv4 client registered for shutdown notification","50103","0",,"4","4","129","2305843009213693952","11764","Microsoft-Windows-Dhcp-Client","15a7a4f8-0072-4eab-abad-f98a4d666aed","System","3500","3552","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ServiceShutdown","Service State Event","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"DHCPv4 client service is started","50036","0",,"4","4","68","2305843009213693952","11763","Microsoft-Windows-Dhcp-Client","15a7a4f8-0072-4eab-abad-f98a4d666aed","System","3500","3552","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:05:24 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","ServiceStart","Service State Event","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The event logging service encountered an error while initializing publishing resources for channel Microsoft-RMS-MSIPC/Debug. If channel type is Analytic or Debug, then this could mean there was an error initializing logging resources as well.","22","0",,"2","100","0","-9223372036854644736","11762","Microsoft-Windows-Eventlog","fc65ddd8-d6ef-4962-83d5-6e5cfe9ce148","System","2876","2960","DESKTOP-06BBDHU","S-1-5-19","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info","Service startup","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \SystemRoot\System32\Config\bbimigrate\BBI was cleared updating 1 keys and creating 1 modified pages.","16","0",,"4","0","0","-9223372036854775808","11761","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","1256","1340","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"File System Filter 'bindflt' (10.0, ?2032?-?10?-?20T09:22:30.000000000Z) has successfully loaded and registered with Filter Manager.","6","0",,"4","0","0","-9223372036854775808","11760","Microsoft-Windows-FilterManager","f3c5e28e-63f6-49c7-a204-e48a1bc4b09d","System","4","340","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"File System Filter 'storqosflt' (10.0, ?2039?-?04?-?22T09:36:38.000000000Z) has successfully loaded and registered with Filter Manager.","6","0",,"4","0","0","-9223372036854775808","11759","Microsoft-Windows-FilterManager","f3c5e28e-63f6-49c7-a204-e48a1bc4b09d","System","4","192","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"File System Filter 'CldFlt' (10.0, ?2090?-?03?-?31T11:26:48.000000000Z) has successfully loaded and registered with Filter Manager.","6","0",,"4","0","0","-9223372036854775808","11758","Microsoft-Windows-FilterManager","f3c5e28e-63f6-49c7-a204-e48a1bc4b09d","System","4","348","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"File System Filter 'CldFlt' (Version 10.0, ?2090?-?03?-?31T11:26:48.000000000Z) unloaded successfully.","1","0",,"4","0","0","-9223372036854775808","11757","Microsoft-Windows-FilterManager","f3c5e28e-63f6-49c7-a204-e48a1bc4b09d","System","4","348","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"File System Filter 'CldFlt' (10.0, ?2090?-?03?-?31T11:26:48.000000000Z) has successfully loaded and registered with Filter Manager.","6","0",,"4","0","0","-9223372036854775808","11756","Microsoft-Windows-FilterManager","f3c5e28e-63f6-49c7-a204-e48a1bc4b09d","System","4","348","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"File System Filter 'luafv' (10.0, ?2059?-?02?-?13T17:28:11.000000000Z) has successfully loaded and registered with Filter Manager.","6","0",,"4","0","0","-9223372036854775808","11755","Microsoft-Windows-FilterManager","f3c5e28e-63f6-49c7-a204-e48a1bc4b09d","System","4","348","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"File System Filter 'wcifs' (10.0, ?2065?-?03?-?02T14:54:53.000000000Z) has successfully loaded and registered with Filter Manager.","6","0",,"4","0","0","-9223372036854775808","11754","Microsoft-Windows-FilterManager","f3c5e28e-63f6-49c7-a204-e48a1bc4b09d","System","4","192","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"File System Filter 'bfs' (10.0, ?1970?-?07?-?19T19:36:58.000000000Z) has successfully loaded and registered with Filter Manager.","6","0",,"4","0","0","-9223372036854775808","11753","Microsoft-Windows-FilterManager","f3c5e28e-63f6-49c7-a204-e48a1bc4b09d","System","4","344","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\WINDOWS\ServiceProfiles\LocalService\NTUSER.DAT was cleared updating 144 keys and creating 20 modified pages.","16","0",,"4","0","0","-9223372036854775808","11752","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","1036","1240","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \SystemRoot\System32\Config\BBI was cleared updating 311 keys and creating 91 modified pages.","16","0",,"4","0","0","-9223372036854775808","11751","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","1256","1340","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\NTUSER.DAT was cleared updating 178 keys and creating 22 modified pages.","16","0",,"4","0","0","-9223372036854775808","11750","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","1036","1040","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:22 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
","16983","0",,"4","0","0","-9223372036854775808","11749","Microsoft-Windows-Directory-Services-SAM","0d4fdc09-8c27-494a-bda0-505e4fd8adae","System","1060","1064","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:22 PM","5224910d-bbc5-0006-ee91-2452c5bbda01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
","16977","0",,"4","0","0","-9223372036854775808","11748","Microsoft-Windows-Directory-Services-SAM","0d4fdc09-8c27-494a-bda0-505e4fd8adae","System","1060","1064","DESKTOP-06BBDHU","S-1-5-18","6/11/2024 2:05:22 PM","5224910d-bbc5-0006-ee91-2452c5bbda01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
